question,model_answer,real_answer,model_answer_value,real_answer_value
"Ann's favorite store was having a summer clearance. For $75 she bought 5 pairs of shorts for $7 each and 2 pairs of shoes for $10 each. She also bought 4 tops, all at the same price. How much did each top cost?","[' The total cost of the shorts is $7*5 = 35.\nThe total cost of the shoes is $10*2 = 20.\nThe total cost of the tops is $75 - 35 - 20 = $25.\nThe total cost of all the items is $25 + 35 = 60.\nThe cost of each top is $60/4 = 15.\nThe answer is 15\n\nQ:', ' Let x be the cost of each top.\nThe total cost of the shorts is 5 * $7 = $35.\nThe total cost of the shoes is 2 * $10 = $20.\nThe total cost of the tops and shorts is $75 + 35 = $110.\nThus, $110 = 5*x + 2*x + x.\nAnd, $110 = 7*x + 10*x.\nThus, $110 = 15*x.\nFinally, x=$<<15=15>>15.\nThe answer is', ' Let p be the cost of a top. We know that the shorts cost $7*5, the shoes cost $10*2, the 4 tops all cost the same price.\nWe also know that the total cost is $75 = 7*5 + 10*2 + 4*p.\nThus, $75 = 7*5 + 10*2 + 4*(<<4=4>>4)\nThus, $75 = 15*p.\nThe answer is 15\n\nQ:']","She bought 5 shorts at $7 each so 5*7=$<<5*7=35>>35
She bought 2 pair of shoes at $10 each so 2*10=$<<2*10=20>>20
The shorts and shoes cost her 35+20 = $<<35+20=55>>55
We know she spent 75 total and the shorts and shoes cost $55 which left a difference of 75-55 = $<<75-55=20>>20
She bought 4 tops for a total of $20 so 20/4 = $5
The answer is 5",15.0,5.0
"Mary does her grocery shopping on Saturday. She does her shopping only at a specific store where she is allowed a credit of $100, which must be paid in full before her next shopping trip. That week she spent the full credit limit and paid $15 of it on Tuesday and $23 of it on Thursday. How much credit will Mary need to pay before her next shopping trip?","[' Let c be the amount of credit Mary has left.\nWe know she spent $100 on Saturday, $15 on Tuesday, and $23 on Thursday.\nSo, $100 + 15 + 23 = <<100+15+23=138>>138.\nWe know she has to pay in full before her next shopping trip, so she must pay 138 before her next trip.\nSo, c = <<138-100=38>>38.\nThe answer is 38\n\nA:', ' Let x be the amount she has to pay before her next shopping trip.\nWe know she spent the full credit limit of $100, so x + $100 = <<100+100=200>>200.\nWe also know she paid $15 on Tuesday and $23 on Thursday, so x + $15 + $23 = <<15+23=38>>$38.\nSo, x = <<38-200=-38>>$-38.\nThe answer is $-38$\n\nA:']","So far, Mary has paid back $15 +$23=$<<15+23=38>>38 of the credit.
So she still needs to pay $100-$38=$<<100-38=62>>62
The answer is 62",38.0,62.0
"Ralph is going to practice playing tennis with a tennis ball machine that shoots out tennis balls for Ralph to hit. He loads up the machine with 175 tennis balls to start with. Out of the first 100 balls, he manages to hit 2/5 of them. Of the next 75 tennis balls, he manages to hit 1/3 of them. Out of all the tennis balls, how many did Ralph not hit?","[' Ralph hit 2/5 of the first 100 balls, so he hit 20 balls out of the first 100 balls.\nHe hit 1/3 of the next 75 balls, so he hit 30 balls out of the second 75 balls.\nHe hit 20 balls out of the first 100 balls, and 30 balls out of the second 75 balls.\nSo, he hit 20+30=50 balls out of the 175 balls.\nHe missed 150 balls.\nThe answer is 150\n\nQ:', ' Ralph managed to hit 2/5 of the first 100 balls and he managed to hit 1/3 of the next 75 balls. So, the total number of balls he hit is 2/5 * 100 + 1/3 * 75 = <<100*2+75*1=150>>150 balls out of the 175 total balls.\nThe answer is 150\n\nQ:']","Out of the first 100 balls, Ralph was able to hit 2/5 of them and not able to hit 3/5 of them, 3/5 x 100 = 60 tennis balls Ralph didn't hit.
Out of the next 75 balls, Ralph was able to hit 1/3 of them and not able to hit 2/3 of them, 2/3 x 75 = 50 tennis balls that Ralph didn't hit.
Combined, Ralph was not able to hit 60 + 50 = <<60+50=110>>110 tennis balls Ralph didn't hit.
The answer is 110",150.0,110.0
"Jack is stranded on a desert island. He wants some salt to season his fish. He collects 2 liters of seawater in an old bucket. If the water is 20% salt, how many ml of salt will Jack get when all the water evaporates?","[' The salt concentration of seawater is <<20%=0.20>>20%.\nThe volume of seawater is <<2 liters=2L>>2 liters.\nThe salt concentration of seawater is <<20%=0.20>>20%.\nThe volume of seawater is <<2 liters=2L>>2 liters.\nSo, 2 L * 0.2 = <<2L*.20=0.40>>0.4 L.\nThe answer is 0.4 L\n\n', ' Jack collects 2 liters of seawater in an old bucket.\nLet s be the volume of salt in ml.\nWe know that the water is 20% salt, so the salt is 20% of the volume of the water.\nSo, s = 2 * 20% = <<2*0.2=>>0.4 liters of salt.\nThe answer is 0.4\n\nQ:']","First find how many liters of the seawater are salt: 2 liters * 20% = <<2*20*.01=.4>>.4 liters
Then multiply that amount by 1000 ml/liter to find the number of ml of salt Jack gets: .4 liters * 1000 ml/liter = <<.4*1000=400>>400 ml
The answer is 400",0.4,400.0
"Brennan was researching his school project and had to download files from the internet to his computer to use for reference. After downloading 800 files, he deleted 70% of them because they were not helpful. He downloaded 400 more files but again realized that 3/5 of them were irrelevant. How many valuable files was he left with after deleting the unrelated files he downloaded in the second round?","[' The number of files downloaded in the first round is 400 + 800 * 70% = <<400 + 800*70%=400 + 560=1120>>1120 files.\nThe number of files downloaded in the second round is 400 + 800 * 3/5 = <<400 + 800* 3/5=400 + 320=720>>720 files.\nThe total number of valuable files is 1120 - 720 = <<1120 - 720=400>>400 files.\nThe answer is 400\n\nA:', ' Let x be the number of valuable files he had left after deleting the first round of files.\nLet y be the number of files he downloaded in the second round.\nWe know that the first 800 files were downloaded for free, so 800*x files were downloaded.\nWe know that 70% were deleted in the first round, so 700*x files were left.\nWe know that 3 out of 5 files were deleted in the second round, so 300*x files were left.\nWe know that 400 more files were downloaded']","The number of non-valuable files Brennan downloaded in the first round is 70/100*800 = <<70/100*800=560>>560 files.
The number of valuable files Brennan downloaded in the first round is 800-560 = <<800-560=240>>240
When he downloaded 400 new files, there were 3/5*400= <<3/5*400=240>>240 non-useful files, which he deleted again.
The total number of valuable files he downloaded in the second round is 400-240 = <<400-240=160>>160
To write his research, Brennan had 160+240 = <<160+240=400>>400 useful files to reference to write his research.
The answer is 400",400.0,400.0
"There are 5 houses on a street, and each of the first four houses has 3 gnomes in the garden. If there are a total of 20 gnomes on the street, how many gnomes does the fifth house have?","[' There are 20 gnomes on the street, so there are 20 gnomes in the first four houses.\nThe fifth house has 3 gnomes in the garden, so there are 3 gnomes in the fifth house.\nThe answer is 3\n\nQ:', ' The first house has 3 gnomes, the second has 3 gnomes, the third has 3 gnomes, the fourth has 3 gnomes, and the fifth house also has 3 gnomes.\nThe answer is 3\n\nA:', ' There are 20 gnomes on the street.\nThe first house has 3 gnomes in the garden.\nThe second house has 3 gnomes in the garden.\nThe third house has 3 gnomes in the garden.\nThe fourth house has 3 gnomes in the garden.\nThe fifth house has 3 gnomes in the garden.\nThe fifth house has 20 gnomes in the street.\nThe fifth house has 3 gnomes in the garden.\nThe fifth house has 3 gnomes in the garden.\nThe fifth house']","In the first four houses, there are a total of 4 houses * 3 gnomes = <<4*3=12>>12 gnomes.
Therefore, the fifth house had 20 total gnomes – 12 gnomes = <<20-12=8>>8 gnomes.
The answer is 8",3.0,8.0
Mrs. Snyder used to spend 40% of her monthly income on rent and utilities. Her salary was recently increased by $600 so now her rent and utilities only amount to 25% of her monthly income. How much was her previous monthly income?,"[' Let x be the previous monthly income.\nWe know that the new monthly income is $600 more than the previous one.\nWe also know that the new rent and utilities amount to 25% of the monthly income.\nWe can say the new rent and utilities are x * 0.25.\nThus, the new rent and utilities are x * 0.25 + $600.\nThus, x * 0.25 + 600 = $600.\nThus, x * 0.25 = <<600/.25=', ' The new monthly income is $600 more than the old monthly income.\nThe new monthly rent and utilities are $600 less than the old monthly rent and utilities.\nThe new monthly rent and utilities are 25% of the new monthly income.\nThe new monthly rent and utilities are 25% of the old monthly income.\nThe old monthly income is $600 less than the new monthly income.\nThe old monthly income is 25% of the new monthly income.\n\nA:']","Let her previous monthly income be p
The cost of her rent and utilities was 40% of p which is (40/100)*p = 2p/5
Her income was increased by $600 so it is now p+$600
The cost of her rent and utilities now amount to 25% of (p+$600) which is (25/100)*(p+$600) = (p+$600)/4
Equating both expressions for cost of rent and utilities: 2p/5 = (p+$600)/4
Multiplying both sides of the equation by 20 gives 8p = 5p+$3000
Subtracting 5p from both sides gives: 3p = $3000
Dividing both sides by 3 gives p = $1000
The answer is 1000",25.0,1000.0
"Ann, Bill, Cate, and Dale each buy personal pan pizzas cut into 4 pieces. If Bill and Dale eat 50% of their pizzas and Ann and Cate eat 75% of the pizzas, how many pizza pieces are left uneaten?","[' Bill and Dale eat 50% of their pizza, so they eat 50% of 4 = 2 pieces.\nAnn and Cate eat 75% of their pizza, so they eat 75% of 4 = 3 pieces.\nSo, Bill and Dale ate 2 pieces, Ann and Cate ate 3 pieces.\nThe answer is 4 - (2+3) = <<4-3=1>>1 pizza piece left uneaten.\n\nQ:', ' Bill and Dale eat 50% of their pizzas so they eat 2/4 of their pizza.\nAnn and Cate eat 3/4 of their pizza so they eat 3/4 of their pizza.\nBill and Dale eat 2/4 of their pizza so they leave 2/4 of their pizza uneaten.\nAnn and Cate eat 3/4 of their pizza so they leave 3/4 of their pizza uneaten.\nSo, 2/4 + 3/4 + 2/4 + 3/4 = 4/4.\nSo, 4/4 = 1.\nThe answer is 1\n\n']","In total, there are 4 x 4 = <<4*4=16>>16 pizza pieces.
Bill and Dale eat 2 x 4 x 50% = <<2*4*50*.01=4>>4 pieces.
Ann and Cate eat 2 x 4 x 75% = <<2*4*75*.01=6>>6 pieces.
The four of them eat 4 + 6 = <<4+6=10>>10 pieces.
There are 16 - 10 = <<16-10=6>>6 pizza pieces uneaten.
The answer is 6",1.0,6.0
"Noah is a painter. He paints pictures and sells them at the park. He charges $60 for a large painting and $30 for a small painting. Last month he sold eight large paintings and four small paintings. If he sold twice as much this month, how much is his sales for this month?","[' Let L be the price for a large painting, and let S be the price for a small painting.\nWe know that Noah sold 8 large paintings and 4 small paintings for a total of 8*L + 4*L = <<8*4=32>>32L.\nIf he sold twice as much this month, then he sold 8 large paintings and 4 small paintings for a total of 8*L + 4*S = <<8*4=32>>32L + 4*S.\nIf he sold twice as', ' If Noah sold twice as much this month, he sold 8 large paintings and 4 small paintings this month.\nIf Noah sold 8 large paintings and 4 small paintings this month, then he sold 8 large paintings and 4 small paintings last month.\nIf Noah sells 8 large paintings and 4 small paintings last month, then he sold 8 large paintings and 4 small paintings last month.\nIf Noah sells 8 large paintings and 4 small paintings last month, then he sold 8 large paintings and 4 small paintings last month.\nIf']","Noah earned $60/large painting x 8 large paintings = $<<60*8=480>>480 for the large paintings.
He also earned $30/small painting x 4 small paintings = $<<30*4=120>>120 for the small paintings.
His total sales last month were $480 + $120 = $<<480+120=600>>600.
So, his sales this month are $600 x 2 = $<<600*2=1200>>1200.
The answer is 1200",4.0,1200.0
"A car is driving through a tunnel with many turns. After a while, the car must travel through a ring that requires a total of 4 right-hand turns. After the 1st turn, it travels 5 meters. After the 2nd turn, it travels 8 meters. After the 3rd turn, it travels a little further and at the 4th turn, it immediately exits the tunnel. If the car has driven a total of 23 meters around the ring, how far did it have to travel after the 3rd turn?","[' The distance traveled after the 3rd turn is 23 - 8 = 15 meters.\nThe distance traveled after the 4th turn is 15 - 5 = 10 meters.\nThe distance traveled after the 1st turn is 5 meters.\nThe distance traveled after the 2nd turn is 10 - 5 = 5 meters.\nThe distance traveled after the 3rd turn is 15 - 5 = 10 meters.\nThe distance traveled after the 4th turn is 10 - 5 = 5 meters.\nThe total distance traveled around the ring is 5 + 5 + 5 +', ' The car travels 5+8+5 = <<5+8+5=18>>18 meters after the 1st, 2nd, and 3rd turn respectively. The total distance traveled is 23 meters. Thus, the distance traveled after the 3rd turn is 23 - 18 = <<23-18=5>>5 meters.\nThe answer is 5 meters\n\nQ:', ' The car travels 23 meters after the 3rd turn.\nThe distance traveled after the 3rd turn is 23 meters.\nThe distance traveled after the 2nd turn is 8 meters.\nThe distance traveled after the 1st turn is 5 meters.\nThe distance traveled before the 3rd turn is 23 - 8 - 5 = <<23-8-5=8>>8 meters.\nThe distance traveled before the 3rd turn is 23 - 8 - 5 = <<23-8-5=5>>5 meters.\nThe answer is 5\n\nA:']","From the details given, the car has traveled 5 meters at the 1st turn + 8 meters after the 2nd turn + 0 meters after the 4th turn = <<5+8+0=13>>13 meters around the ring.
It must therefore have driven 23 total meters – 13 calculated meters = 10 meters after the 3rd turn.
The answer is 10",5.0,10.0
"To make pizza, together with other ingredients, Kimber needs 10 cups of water, 16 cups of flour, and 1/2 times as many teaspoons of salt as the number of cups of flour. Calculate the combined total number of cups of water, flour, and teaspoons of salt that she needs to make the pizza.","[' We know that 10 cups of water, 16 cups of flour, and 1/2 times as many teaspoons of salt as the number of cups of flour.\nWe know that 10 cups of water + 16 cups of flour + 1/2 times as many teaspoons of salt as the number of cups of flour.\nWe know that 10 cups of water + 16 cups of flour = <<10+16=26>>26 cups of water + flour.\nWe know that 1/2 times as many teaspo', ' The number of cups of flour is 16 cups.\nThe number of cups of water is 10 cups.\nThe number of teaspoons of salt is 10 cups * 1/2 teaspoons.\nThe combined total number of cups of water, flour, and teaspoons of salt that she needs to make the pizza is 10 cups + 16 cups + 10 cups * 1/2 teaspoons = <<10+16+(10*1/2)>>10+16+(10*1/2)']","To make the pizza, Kimber half as many teaspoons of salt as the number of cups of flour, meaning she needs 1/2*16 = <<16*1/2=8>>8 teaspoons of salt.
The total number of cups of flour and teaspoons of salt she needs is 8+16 = <<8+16=24>>24
She also needs 10 cups of water, which means the total number of cups of water and flour and teaspoons of salt she needs is 24+10 = <<24+10=34>>34
The answer is 34",2.0,34.0
"Mr. Sam shared a certain amount of money between his two sons, Ken and Tony. If Ken got $1750, and Tony got twice as much as Ken, how much was the money shared?","[' Let m be the amount of money shared between Ken and Tony.\nWe know that Ken got 1750, so 1750 = m/2.\nWe also know that Tony got twice as much as Ken, so Tony got m/2 + m/2 = m.\nSo, 1750 = m/2 + m.\nAnd, 1750 = m + m.\nSo, 1750 = 2 * m.\nFinally, m = <<2=2>>2.\nThe answer is 2', ' Let x be the amount shared.\nWe know that Ken gets $1750 and Tony got twice as much, so Tony gets $1750 * 2.\nThus, $1750 = x + (x * 2).\nAnd, $1750 = x + x * 2.\nSo, $1750 = 2x + x.\nAnd, $1750 = 2x + (x/2).\nSo, $1750 = 2x + x/2.\nAnd, $1750 = 2x + <<1=2']","Tony got twice $1750 which is 2*$1750 = $<<2*1750=3500>>3500
The total amount shared was $1750+$3500 = $<<1750+3500=5250>>5250
The answer is 5250",2.0,5250.0
Mr. Sanchez found out that 40% of his Grade 5  students got a final grade below B. How many of his students got a final grade of B and above if he has 60 students in Grade 5?,"[' Mr. Sanchez found out that 40% of his Grade 5 students got a final grade below B. So, 60% of his Grade 5 students got a final grade of B and above. So, 60% of his Grade 5 students are B and above.\nIf he has 60 students in Grade 5, then he has 60 * 60% = <<60 * 0.6=36>>36 students in Grade 5 who got a final grade of B and above.\nThe answer is 36\n\nQ:', ' 40% of 60 students is 24 students.\nSo, 60 - 24 = 36 students got a grade of B and above.\nThe answer is 36\n\nA:', ' 40% of 60 students = <<40/60=0.6>>0.6 students got a final grade below B.\n0.6 students got a final grade of B and above.\n60 students = <<60*0.6=36>>36 students got a final grade of B and above.\nThe answer is 36\n\nQ:']","Since 40% of his students got below B, 100% - 40% = 60% of Mr. Sanchez's students got B and above.
Thus, 60 x 60/100 = <<60*60/100=36>>36 students got B and above in their final grade.
The answer is 36",36.0,36.0
"Lisa, Jack, and Tommy earned $60 from washing cars all week. However, half of the $60 was earned by Lisa. Tommy earned half of what Lisa earned. How much more money did Lisa earn than Tommy?","[' Let x be the amount that Lisa earned.\nWe know that Lisa earned half of what Jack earned, so Jack earned $60 - x.\nWe also know that Tommy earned half of what Jack earned, so Jack and Tommy earned $60/2.\nThus, x + $60/2 = $60.\n$60 = x + (60/2) - x.\n$60 = 2x - x\n$60 = 2x.\nThus, x = <<60/2=30>>30.\nThe answer is 30', ' Lisa earned $60/2 = <<30>>30 and Tommy earned $30.\nLisa earned $30 more than Tommy.\n\nQ:', ' Lisa earns half of the $60, so she earns $30.\nTommy earns half of what Lisa earns, so he earns $15.\nLisa earned $30 more than Tommy.\nThe answer is 30\n\nQ:']","Lisa earned $60 * 1/2 = $<<60*1/2=30>>30.
Tommy earned $30 * 1/2 = $<<30*1/2=15>>15.
Lisa earned $30 - $15 = $<<30-15=15>>15 more than Tommy.
The answer is 15",30.0,15.0
Five friends eat at a fast-food chain and order the following: 5 pieces of hamburger that cost $3 each; 4 sets of French fries that cost $1.20; 5 cups of soda that cost $0.5 each; and 1 platter of spaghetti that cost $2.7. How much will each of them pay if they will split the bill equally?,"[' The cost of the 5 pieces of hamburger that cost $3 each = $3*5 = 15\nThe cost of the 4 sets of French fries that cost $1.20 each = $1.20*4 = $5.60\nThe cost of the 5 cups of soda that cost $0.5 each = $0.5*5 = 2.5\nThe cost of the 1 platter of spaghetti that cost $2.7 = $2.7*1 = 2.70\nThe total cost of the food', ' The cost of the hamburger is 5*3=15.\nThe cost of the fries is 4*(1.20) = 4*1.20 = 5.60.\nThe cost of the soda is 5*(0.5) = 5*0.5=2.5.\nThe cost of the spaghetti is 1*2.7 = 2.70.\nThe total cost is 15 + 5.60 + 2.5 + 2.70 = <<15+5.6+2.5+2.7', ' The cost of each hamburger is $3, so 5 hamburgers cost $15.\nThe cost of each French fry is $1.20, so 4 French fries cost $5.40.\nThe cost of each soda is $0.50, so 5 soda cost $2.50.\nThe cost of the spaghetti is $2.70, so 1 platter of spaghetti costs $2.70.\nThe total cost of the meal was $15 + $5.40 + $2.50 + $2.70']","The cost of 5 pieces of hamburger is $3 x 5 = $<<3*5=15>>15.
The cost of 4 sets of French fries is $1.20 x 4 = $<<1.20*4=4.80>>4.80.
The cost of 5 cups of soda is $0.5 x 5 = $<<0.5*5=2.50>>2.50.
So their total bill is $15 + $4.80 + $2.50 +$2.7 = $<<15+4.8+2.5+2.7=25>>25.
Hence, each of the five friends will contribute $25/5 = $<<25/5=5>>5.
The answer is 5",2.7,5.0
