question,model_answer,real_answer,model_answer_value,real_answer_value
"Ralph is going to practice playing tennis with a tennis ball machine that shoots out tennis balls for Ralph to hit. He loads up the machine with 175 tennis balls to start with. Out of the first 100 balls, he manages to hit 2/5 of them. Of the next 75 tennis balls, he manages to hit 1/3 of them. Out of all the tennis balls, how many did Ralph not hit?","[' The first 100 balls were 2/5 of the total number of balls, so the total number of balls was 175 + (100 - 2/5 * 100) = 175 + (100 - 20) = 175 + 80 = 225.\nThe next 75 balls were 1/3 of 225 balls, so 75 balls were 1/3 * 225 balls = 75 * 225 / 3 = 225 / 3 = 75.\nSo, 75 balls were not hit.\nThe answer is 75\n\nQ: A man has to go to the airport to', ' 175 balls were shot out of the machine, so Ralph hit 100 balls.\nOut of the first 100 balls shot out of the machine, Ralph hit 2/5, or 40 balls. So, Ralph hit 40 out of 100 balls.\nOut of the next 75 balls shot out of the machine, Ralph hit 1/3, or 30 balls. So, Ralph hit 30 out of 75 balls.\nOut of the total 175 balls shot out of the machine, Ralph hit 100 balls, so Ralph missed 75 balls.\n75']","Out of the first 100 balls, Ralph was able to hit 2/5 of them and not able to hit 3/5 of them, 3/5 x 100 = 60 tennis balls Ralph didn't hit.
Out of the next 75 balls, Ralph was able to hit 1/3 of them and not able to hit 2/3 of them, 2/3 x 75 = 50 tennis balls that Ralph didn't hit.
Combined, Ralph was not able to hit 60 + 50 = <<60+50=110>>110 tennis balls Ralph didn't hit.
The answer is 110",75.0,110.0
"Jack is stranded on a desert island. He wants some salt to season his fish. He collects 2 liters of seawater in an old bucket. If the water is 20% salt, how many ml of salt will Jack get when all the water evaporates?","[' Jack collects 2 liters of seawater in a bucket.\nThe salt concentration in seawater is 20%.\nThe salt concentration in the bucket is 20%.\nJack evaporates the water.\nThe salt concentration in the bucket is 20%.\nThe salt concentration in the bucket is 20%.\nJack evaporates the water.\nThe salt concentration in the bucket is 20%.\nThe salt concentration in the bucket is 20%.\nJack evaporates the water.\nThe salt concentration in the bucket is 20%.\nThe salt concentration in', ' 2 liters of water is 2,000 ml.\n2,000 ml of water is 20% salt, so it equals 400 ml of salt.\n400 ml of salt is 40 ml of salt.\nThe answer is 40 ml.\n\nA:\n\nA:\n\nA:\n\nQ: Jack is stranded on a desert island. He wants some salt to season\n  his fish. He collects 2 liters of seawater in an old bucket. If the water\n  is 20% salt, how many ml of salt will Jack']","First find how many liters of the seawater are salt: 2 liters * 20% = <<2*20*.01=.4>>.4 liters
Then multiply that amount by 1000 ml/liter to find the number of ml of salt Jack gets: .4 liters * 1000 ml/liter = <<.4*1000=400>>400 ml
The answer is 400",20.0,400.0
"Brennan was researching his school project and had to download files from the internet to his computer to use for reference. After downloading 800 files, he deleted 70% of them because they were not helpful. He downloaded 400 more files but again realized that 3/5 of them were irrelevant. How many valuable files was he left with after deleting the unrelated files he downloaded in the second round?","[' Let x be the number of valuable files he downloaded in the second round. We know that the total number of files he downloaded in the first round is 800 and the total number of files he downloaded in the second round is 400. So, the total number of files he downloaded is 800 + 400 = <<800+400=1400>>1400 files.\nWe also know that the number of files he downloaded in the second round is 400. So, the number of files he downloaded in the first round is', ' Let x be the number of valuable files he downloaded.\nThe first 800 files were downloaded at a rate of 800 files for 800 files.\nThe second 400 files were downloaded at a rate of 400 files for 400 files.\nThe first 800 were 70% of all files downloaded, so the first 800 were 70% of all files downloaded.\nThe second 400 files are 3/5 of the total number of files downloaded, so 400 is 3/5 of all files downloaded.\nThe total number of files downloaded was 800 + 400 =']","The number of non-valuable files Brennan downloaded in the first round is 70/100*800 = <<70/100*800=560>>560 files.
The number of valuable files Brennan downloaded in the first round is 800-560 = <<800-560=240>>240
When he downloaded 400 new files, there were 3/5*400= <<3/5*400=240>>240 non-useful files, which he deleted again.
The total number of valuable files he downloaded in the second round is 400-240 = <<400-240=160>>160
To write his research, Brennan had 160+240 = <<160+240=400>>400 useful files to reference to write his research.
The answer is 400",400.0,400.0
"There are 5 houses on a street, and each of the first four houses has 3 gnomes in the garden. If there are a total of 20 gnomes on the street, how many gnomes does the fifth house have?","[' The fifth house has 3 gnomes in the garden, and there are 20 gnomes in total, so the fifth house has 3 gnomes out of 20 gnomes.\nThe answer is 15\n\nQ: There are 3 people in a room. One person is bald, one is black, and the other is white. What is the probability that the black person and the white person are not bald?\nA: The probability that the black person and the white person are not bald is the probability that the black person', ' The fifth house has 3 gnomes because there are 20 gnomes and the first four houses have 3 gnomes each, so the fifth house has 20 - 4*3 = 3 gnomes.\nThe fifth house has 3 gnomes because there are 20 gnomes and the first four houses have 3 gnomes each, so the fifth house has 20 - 4*3 = 3 gnomes.\nThe fifth house has 3 gnomes because there are 20 gnomes and the first four houses have 3 gnomes each,']","In the first four houses, there are a total of 4 houses * 3 gnomes = <<4*3=12>>12 gnomes.
Therefore, the fifth house had 20 total gnomes – 12 gnomes = <<20-12=8>>8 gnomes.
The answer is 8",3.0,8.0
Mrs. Snyder used to spend 40% of her monthly income on rent and utilities. Her salary was recently increased by $600 so now her rent and utilities only amount to 25% of her monthly income. How much was her previous monthly income?,"[' Let x = the previous monthly income.\nLet y = the new monthly salary after the raise.\nLet z = the monthly rent and utilities.\nLet a = 40% of x.\nLet b = 25% of y.\nWe know that z = a * x + b * y.\nWe also know that y = x + 600\nSo, z = a * x + b * (x + 600)\nz = (a * x) + (b * 600)\nz = (40% * x)', ' Let x be her previous monthly income.\nWe know that her rent and utilities used to be 40% of her monthly income, so x = 40% * x.\nHer rent and utilities are now 25% of her monthly income, so x = 25% * x.\nx = 40% * x + 25% * x.\nx = 40% * x + 25% * x.\nx = 40% * (40% * x + 25% * x).\nx = 40% * <<40% * x + 25% * x>>\nx = 40%']","Let her previous monthly income be p
The cost of her rent and utilities was 40% of p which is (40/100)*p = 2p/5
Her income was increased by $600 so it is now p+$600
The cost of her rent and utilities now amount to 25% of (p+$600) which is (25/100)*(p+$600) = (p+$600)/4
Equating both expressions for cost of rent and utilities: 2p/5 = (p+$600)/4
Multiplying both sides of the equation by 20 gives 8p = 5p+$3000
Subtracting 5p from both sides gives: 3p = $3000
Dividing both sides by 3 gives p = $1000
The answer is 1000",40.0,1000.0
"Ann, Bill, Cate, and Dale each buy personal pan pizzas cut into 4 pieces. If Bill and Dale eat 50% of their pizzas and Ann and Cate eat 75% of the pizzas, how many pizza pieces are left uneaten?","[' Bill and Dale eat 50% of their pizza, so they eat 2 pieces each.\nAnn and Cate eat 75%, so they each eat 3 pieces.\nBill and Dale eat 4 pieces, so there are 4 pieces left uneaten.\nAnn and Cate eat 6 pieces, so there are 2 pieces left uneaten.\n4 + 2 = 6.\nThe answer is 6\n\nQ: The average age of a family is 35 years. The youngest child in the family is 5 years old. The oldest child in', ' Bill and Dale eat 50% of their pizza so they eat 2 pieces.\nAnn and Cate eat 75% of the pizza so they eat 3 pieces.\nBill and Dale eat 2 pieces and Ann and Cate eat 3 pieces so the total number of pizza pieces eaten is <<4+2=6>>6 pieces.\nThe answer is 6\n\nQ: A man buys a car for $12,000 and pays $500 down. He then pays $200 a month for 5 months and then pays the rest of the money']","In total, there are 4 x 4 = <<4*4=16>>16 pizza pieces.
Bill and Dale eat 2 x 4 x 50% = <<2*4*50*.01=4>>4 pieces.
Ann and Cate eat 2 x 4 x 75% = <<2*4*75*.01=6>>6 pieces.
The four of them eat 4 + 6 = <<4+6=10>>10 pieces.
There are 16 - 10 = <<16-10=6>>6 pizza pieces uneaten.
The answer is 6",5.0,6.0
"Noah is a painter. He paints pictures and sells them at the park. He charges $60 for a large painting and $30 for a small painting. Last month he sold eight large paintings and four small paintings. If he sold twice as much this month, how much is his sales for this month?","[' Let L be the amount he sold last month and let S represent the sales this month. We know that S = 8*L + 4*S.\nWe also know that L = 60*L + 30*L.\nThus, S = <<8*60 + 4*30 = <<8*60 + 4*30 = <<8*60 + 4*30 = <<8*60 + 4*30 = <<8*60 + 4*30 = <<8*60 + 4*30 = <<8*60', ' If Noah sold eight large paintings and four small paintings last month, then the total sales for last month was <<8*4=32>>32 paintings.\nIf he sells twice as much this month, the total sales for this month is <<32+16=48>>48 paintings.\nThe answer is 48\n\nQ: The average temperature in a city is 60 degrees. It is warmer than average on Monday, Wednesday and Friday, but cooler than average on Tuesday and Thursday. What is the average temperature on']","Noah earned $60/large painting x 8 large paintings = $<<60*8=480>>480 for the large paintings.
He also earned $30/small painting x 4 small paintings = $<<30*4=120>>120 for the small paintings.
His total sales last month were $480 + $120 = $<<480+120=600>>600.
So, his sales this month are $600 x 2 = $<<600*2=1200>>1200.
The answer is 1200",60.0,1200.0
"A car is driving through a tunnel with many turns. After a while, the car must travel through a ring that requires a total of 4 right-hand turns. After the 1st turn, it travels 5 meters. After the 2nd turn, it travels 8 meters. After the 3rd turn, it travels a little further and at the 4th turn, it immediately exits the tunnel. If the car has driven a total of 23 meters around the ring, how far did it have to travel after the 3rd turn?","[' The distance traveled after the 3rd turn is 23 meters.\nThe distance traveled after the 1st turn = 5 meters\nDistance traveled after the 2nd turn = 8 meters.\nDistance traveled after the 3rd turn = 23 meters\nDistance traveled after the 4th turn = 0 meters\nDistance traveled after the 1st turn = 5 meters.\nDistance traveled after the 2nd turn = <<8+5=13>>13 meters.\nDistance traveled after the 3rd turn = <<23-13=10>>10 meters.\nDistance traveled after the 4th turn =', ' After the 1st turn, the car travels 5 meters.\nAfter the 2nd turn, the car travels 8 meters.\nAfter the 3rd turn, it travels a little further and at the 4th turn it immediately exits the tunnel.\nSo, after the 3rd turn, the car travels 23 meters + 5 meters + 8 meters = <<23+5+8=38>>38 meters.\nThe answer is 38\n\nA:\n\nThe answer is 12\n\nA: The blue light bulb comes on every 4 seconds so it will be on after']","From the details given, the car has traveled 5 meters at the 1st turn + 8 meters after the 2nd turn + 0 meters after the 4th turn = <<5+8+0=13>>13 meters around the ring.
It must therefore have driven 23 total meters – 13 calculated meters = 10 meters after the 3rd turn.
The answer is 10",4.0,10.0
"To make pizza, together with other ingredients, Kimber needs 10 cups of water, 16 cups of flour, and 1/2 times as many teaspoons of salt as the number of cups of flour. Calculate the combined total number of cups of water, flour, and teaspoons of salt that she needs to make the pizza.","[' Let x be the number of cups of flour, y be the number of cups of salt, and z be the number of cups of water.\nThe number of cups of flour is 10 * x.\nThe number of cups of salt is 10 * y.\nThe number of cups of water is 10 * z.\nThe number of teaspoons of salt is 10 * y / 2.\nThe combined total number of cups of water, flour, and teaspoons of salt is 10 * x', ' The total number of cups of flour, water, and salt needed to make the pizza is 10 + 16 + 1/2 * (10*16) = 10 + 16 + 10*16/2 = 10 + 16 + 10*16/2.\nSince the total number of cups of flour, water, and salt needed to make the pizza is 10 + 16 + 1/2 * (10*16) cups, the answer is 10 + 16 + 10*16/2 = <<10+16+(10*']","To make the pizza, Kimber half as many teaspoons of salt as the number of cups of flour, meaning she needs 1/2*16 = <<16*1/2=8>>8 teaspoons of salt.
The total number of cups of flour and teaspoons of salt she needs is 8+16 = <<8+16=24>>24
She also needs 10 cups of water, which means the total number of cups of water and flour and teaspoons of salt she needs is 24+10 = <<24+10=34>>34
The answer is 34",10.0,34.0
"Mr. Sam shared a certain amount of money between his two sons, Ken and Tony. If Ken got $1750, and Tony got twice as much as Ken, how much was the money shared?","[' The money shared is the sum of the money given to Ken and Tony.\nThe sum of the two is the money given to Ken + the money given to Tony.\nThe money given to Ken is the money shared - the money given to Tony.\nThe money shared is the sum of the money given to Ken and Tony.\nThus, the money shared = <<1750 + (2 * 1750) = 3500>>3500\nThe answer is 3500\n\nQ: A certain number of people are standing in a line', ' Let K be the amount Ken gets, and T be the amount Tony gets.\nSince Ken gets $1750, K = $1750.\nTony gets 2 times as much as Ken, so T = 2K.\nSince Tony got twice as much as Ken, T = 2*K = 2*1750 = 3500.\nSince K = $1750, we can substitute it in to find T.\nT = 2*1750 = 3500\nSo, T = 3500.\nSince T = 3500, we']","Tony got twice $1750 which is 2*$1750 = $<<2*1750=3500>>3500
The total amount shared was $1750+$3500 = $<<1750+3500=5250>>5250
The answer is 5250",3500.0,5250.0
Mr. Sanchez found out that 40% of his Grade 5  students got a final grade below B. How many of his students got a final grade of B and above if he has 60 students in Grade 5?,"[' The number of students with final grade B and above is the number of students with a final grade of B or above.\n40% of 60 is <<0.4*0.6>>20.\nSo, 20/60 = <<0.2*0.6>>3.\nSo, the number of students with a final grade of B and above is 3.\n\nA:\n\nThe answer is\n\n 12\n\nBecause\n\n the blue light bulb comes on every 2 seconds so it will be on after 2,4,6', ' 40% = 40/60 = <<4/6>>4/6.\nSo, 40% of his students got a grade below B.\nSo, <<4/6>>4/6 of his students got a grade below B.\nSo, 60% of his students got a grade above B.\nSo, 60 - <<4/6>>4/6 = 60 - <<4/6>>4/6 = 60 - <<4/6>>4/6 = 60 - <<4/6>>4/6.\nSo, <<4/6>>4/6 =']","Since 40% of his students got below B, 100% - 40% = 60% of Mr. Sanchez's students got B and above.
Thus, 60 x 60/100 = <<60*60/100=36>>36 students got B and above in their final grade.
The answer is 36",6.0,36.0
"Lisa, Jack, and Tommy earned $60 from washing cars all week. However, half of the $60 was earned by Lisa. Tommy earned half of what Lisa earned. How much more money did Lisa earn than Tommy?","[' Lisa earned half of $60, which is $<<60/2=30>>30. Tommy earned half of what she earned, so he earned half of $30, which is $<<30/2=15>>15.\nLisa earned more than Tommy because $60 - $<<60/2=30>>30 = $<<60-30=30>>30.\nThe answer is 30\n\nQ: A man has a number of coins. If he takes away one coin from every three coins he has, he', ' Let x be the amount of money earned by Lisa and y be the amount of money earned by Tommy.\nLisa earned $60, so x = 60\nTommy earned half the money earned by Lisa, or half of 60. So, y = 30\nWe know that x + y = 60, so x + y = 60\n60 = x + y\nx + y = 60\nx = <<60-30=30>>30\ny = <<60-30=30>>30\n']","Lisa earned $60 * 1/2 = $<<60*1/2=30>>30.
Tommy earned $30 * 1/2 = $<<30*1/2=15>>15.
Lisa earned $30 - $15 = $<<30-15=15>>15 more than Tommy.
The answer is 15",30.0,15.0
